criminal_id,name,alias,age,gender,district_id,aadhaar_hash,status,created_at
318,Ladli Parikh,,52,Female,15,c1fe6aaaae711b4a,acquitted,2023-11-08
319,Abha Chaudhuri,Vedika,44,Female,3,f314fdcbf20f90ef,convicted,2024-02-23
320,Yug Kant,Radha,35,Male,1,0b276e601db46dd2,on_bail,2026-04-19
321,Charles Sura,,60,Male,4,50b44dbdc71dd0dc,absconding,2024-02-06
322,Rayaan Basak,,58,Male,3,f91000dfbbe893b0,on_bail,2024-05-25
323,Chandran Chandran,Jacob,24,Male,19,c14e8af87a72869f,absconding,2024-06-07
324,Radha Sama,,43,Female,26,083f35291de970ff,arrested,2024-04-18
325,Anmol Palan,,43,Male,18,75673736e19e50b6,acquitted,2024-07-20
326,Victor Virk,,29,Male,14,8c719eca5a9935b5,absconding,2025-04-25
327,Sudiksha Sankaran,,19,Female,4,acf472c9beba77ac,arrested,2026-03-28
328,Janaki Golla,,37,Female,22,5c14a0beec83edb7,absconding,2024-02-11
329,Nitesh Chaudhary,Brinda,26,Male,18,2c1dfbfa3c42dd46,on_bail,2025-08-25
330,Akshay Shan,,40,Male,10,e0f0175dc27a69f7,on_bail,2026-05-11
331,Rachita Padmanabhan,Indira,51,Female,4,4b2a444aaf59a12b,convicted,2025-07-27
332,Lakshit Sehgal,Champak,43,Male,28,7921188d9d82248f,absconding,2024-05-21
333,Vasudha Lall,,35,Female,13,2f80ba5f0bad7279,convicted,2023-10-29
334,Henry Nagy,Nandini,31,Male,24,bfbb4b7e5d0ff0fb,absconding,2024-11-24
335,Harini Tata,,21,Female,22,fb413d1e8600f83a,on_bail,2025-08-15
336,Osha Pandey,,31,Female,4,d56507070960f45b,convicted,2025-07-31
337,Nitara Mohan,Harrison,48,Female,17,96d6233cc6d42fa9,absconding,2024-10-02
338,Samaksh Munshi,Widisha,48,Male,26,1b78bbc985a0ed1d,arrested,2025-07-31
339,Rayaan Jain,Alka,22,Male,17,e3c35a70ac98f1d8,on_bail,2025-12-18
340,Parth Nazareth,,19,Male,20,3a43d883dec494c2,convicted,2024-07-13
341,Pratyush Dutta,Om,45,Male,8,6ebb9f582aeac485,convicted,2024-01-25
342,Adweta Choudhury,,55,Female,19,1f4efbde90673773,absconding,2024-12-25
343,Mohammed Toor,,32,Male,12,92344976099fe1a5,acquitted,2025-07-21
344,Gaurav Rao,,32,Male,13,ea4185b126acb871,on_bail,2025-12-20
345,Ira Chander,,44,Female,17,6a5528a02afe63cd,on_bail,2024-07-03
346,Samaksh Lall,,26,Male,31,afb17571af69f786,on_bail,2024-06-03
347,Panini Walia,Irya,24,Female,6,3b520e725f60eb55,convicted,2024-05-04
348,Ekani Rajan,,19,Female,26,69ca4dc6630b79d6,on_bail,2023-12-27
349,Nandini Butala,Ekiya,34,Female,20,fbf3bcb29327eb46,absconding,2025-08-16
350,Timothy Baria,Yatan,41,Male,29,18b8bcbdd056d5fd,convicted,2025-07-04
351,Mahika Bal,Warda,31,Female,27,e1c94060f45235e6,acquitted,2025-01-08
352,Imaran Korpal,Upkaar,20,Male,17,d7483ff8afbff845,absconding,2025-12-24
353,Hritik Dhillon,,33,Male,14,33ef4818bee6eeb6,on_bail,2023-10-02
354,Neelima Kohli,,55,Female,11,2deb4e99ba30b761,acquitted,2024-05-16
355,Warhi Sarna,Oeshi,56,Female,2,7c3edf172f67b304,convicted,2025-06-26
356,Triveni Grewal,,44,Female,4,0a5fdfa71de103eb,on_bail,2025-04-23
357,Sara Lal,,43,Female,27,4dd5e3b9c4a14937,convicted,2024-02-12
358,Lekha Sankar,Kamala,23,Female,9,2757d50ce46ba6ee,arrested,2025-07-10
359,Jacob Nagarajan,,55,Male,7,3676dfd4048d4573,on_bail,2023-10-27
360,Balvan Desai,,37,Male,8,13ab4d70ac369200,arrested,2025-12-01
361,Jatin Yohannan,,34,Male,18,cdc6922d3a5b51c1,on_bail,2025-10-23
362,Chanakya Tripathi,Vamakshi,36,Male,30,2ad2eba12f8e682d,on_bail,2024-06-07
363,Charles Kari,,43,Male,26,cecef2ca7f6353d9,absconding,2026-05-02
364,Isaac Shroff,,50,Male,25,15ef600af7040f2b,arrested,2025-06-27
365,Avi Sharma,Raksha,39,Male,29,31be734900a5e21b,acquitted,2026-02-02
366,Tejas Bhattacharyya,,22,Male,2,d896cbf1305dc6b8,on_bail,2025-04-01
367,Advay Sen,,60,Male,18,dac806fdef58c93f,absconding,2024-11-12
368,Oscar Sood,,40,Male,10,3795bc2133acf365,arrested,2024-08-19
369,Bhavika Pandya,,20,Female,30,506b70e00210753e,absconding,2025-06-21
370,Manya Krishnan,Ayaan,31,Female,16,4cbc8998f3804cf3,on_bail,2026-02-11
371,Tanveer Deol,,49,Male,30,5b6aade315591ae9,on_bail,2026-04-09
372,Janaki Seth,,31,Female,25,9c2e6bb182ee7f4d,on_bail,2025-08-10
373,Nidra Narayanan,,45,Female,29,100ff7c563aca3ea,on_bail,2026-04-07
374,Samar Dhawan,Divya,56,Male,4,1139edf9d6391b1d,on_bail,2025-11-17
375,Avi Parmar,Jagdish,20,Male,5,fe5da7a127ddc50e,acquitted,2025-06-09
376,Bhavika Wagle,,30,Female,14,d4c6e0eab0cefce6,absconding,2025-12-18
377,Faris Hayer,,54,Male,16,46316637ff842654,on_bail,2024-10-04
378,Hemal Golla,,29,Female,14,b1d0dcb24b2a538b,on_bail,2026-03-05
379,Yachana Dar,,43,Female,30,0178260c8615aab8,on_bail,2025-06-19
380,Chaitanya Chandra,,20,Male,8,1ad92643ff029f64,absconding,2024-11-03
381,Rishi Reddy,,48,Male,16,5a157028a09d968e,absconding,2025-10-18
382,Warjas Devi,,60,Male,23,632f88906a1fed93,arrested,2025-12-12
383,Hemani Char,,30,Female,30,3476b7ea894c9a90,convicted,2026-03-04
384,Raagini Goel,,57,Female,17,5fb81b0695a4b50e,absconding,2025-01-19
385,Jonathan Tata,Gautam,59,Male,9,17af2c38a070f24c,convicted,2025-06-03
386,Kalpit Ratti,,52,Male,21,a9251f27234cc42a,absconding,2023-12-02
387,Ishaan Panchal,,36,Male,29,a1b97cb206f2a862,convicted,2024-10-26
388,Pallavi Seth,Girindra,42,Female,23,e3c9d70afb5e7d0e,absconding,2026-01-14
389,Aishani Bhat,,18,Female,12,830017c757d600e2,arrested,2026-01-10
390,Ridhi Chandran,,34,Female,14,1ca9cd62e693f60d,on_bail,2026-04-03
391,Aadi Wadhwa,,58,Male,7,b19436d32050a412,acquitted,2024-09-09
392,Aahana Narain,Leena,32,Female,7,55b1534c1988a815,absconding,2025-10-24
393,Akshay Prasad,,30,Male,15,c5c57bdaa1045404,absconding,2024-05-06
394,Gabriel Gulati,,34,Male,16,003cb1da78435699,convicted,2025-04-22
395,Hemani Wason,,56,Female,4,6a519ec1cddddb31,absconding,2025-10-21
396,Pooja Chatterjee,Mohammed,23,Female,28,cb963df7f453413c,on_bail,2025-09-25
397,Hema Sastry,Peter,34,Female,13,d4983d46c165aa6a,absconding,2024-03-25
398,Vamakshi Balasubramanian,,36,Female,27,cbb292ce7f373e4e,convicted,2024-04-30
399,Darpan Muni,Bishakha,18,Male,26,ece920f799bd9101,on_bail,2024-05-10
400,Priya Gole,,36,Female,29,b44aa57336b9332e,on_bail,2023-10-02
401,Daksha Tank,,57,Female,26,b4ba898602314e9b,arrested,2025-03-06
402,Faras Nazareth,,36,Male,18,a74d9a393ccd1145,acquitted,2026-01-24
403,Robert Sem,Jackson,30,Male,1,0d96d9b18d7a6032,on_bail,2025-09-16
404,Omkaar Koshy,Jasmit,33,Male,1,a988150e6ee92245,convicted,2023-10-28
405,Kashvi Swaminathan,,46,Female,25,7f2378dc66e4bd89,on_bail,2026-01-22
406,Saksham Barman,Ishita,46,Male,19,d803524a63006d6e,on_bail,2025-04-15
407,Wakeeta Chaudhary,,39,Female,29,60dceae9850f6579,on_bail,2025-08-21
408,Naveen Vyas,,53,Male,23,626115ebb7014df7,convicted,2026-02-14
409,Harish Mandal,,39,Male,4,bb4b8e1356fa6431,acquitted,2025-01-02
410,Ekansh Sem,Rudra,18,Male,27,2fb7d7a33bcd81a0,convicted,2024-02-04
411,Tanay Raval,,56,Male,14,a3fe473dacb45546,absconding,2025-01-08
412,Ranbir Butala,,51,Male,9,8f9119b886a6d225,on_bail,2025-04-15
413,Advik Swamy,,43,Male,22,e175f1cda4a7b716,convicted,2025-10-29
414,Naveen Sule,Lopa,31,Male,8,97b7f57cbb8c18d1,acquitted,2024-04-17
415,Yadavi Mani,Christopher,51,Female,28,17ca82606795e5d6,convicted,2025-09-05
416,Girindra Chakraborty,,47,Male,31,b08ca8525bff6df2,on_bail,2025-07-04
417,Harini Murthy,,60,Female,18,e5c4083ca02d7400,absconding,2025-11-11
418,Akshay Batta,,40,Male,17,08e8120ecbe52187,acquitted,2024-01-22
419,Reyansh Guha,Indira,32,Male,27,2bb5e94486dbaf35,acquitted,2025-08-23
420,Teerth Trivedi,Pranav,28,Male,22,be06be15cbe695d6,acquitted,2024-01-20
421,Anthony Kala,Hardik,52,Male,21,b18a5480c40417a5,acquitted,2026-01-12
422,Idika Kant,Ekaja,41,Female,20,3195576b4e00afb7,acquitted,2024-03-29
423,Ishani Tandon,,21,Female,24,3d41d8b2102735b9,arrested,2024-10-24
424,Advika Bath,,47,Female,2,b7489d22b0f8bc34,convicted,2023-10-22
425,Harshil Dada,,52,Male,14,5c601819d833db5d,absconding,2025-10-17
426,Aarnav Khosla,,51,Male,17,81d4ddefcd82f697,arrested,2024-08-21
427,Gaurang Ramakrishnan,,36,Male,2,df9488042a252735,arrested,2025-09-20
428,Ria Ratti,Chaitanya,43,Female,20,9c55cc8fd7e6fe17,acquitted,2024-12-02
429,Ekta Koshy,,55,Female,9,c47d011e69c62c28,arrested,2024-09-18
430,Siddharth Mukherjee,Samarth,57,Male,29,583b1d7d7e5c43c7,convicted,2026-04-18
431,Tara Anne,Ojasvi,45,Female,31,64b9e63fd1db9948,arrested,2024-11-06
432,Ranbir Mall,,25,Male,26,70eface090b7f36a,acquitted,2025-12-26
433,Widisha Kulkarni,,50,Female,26,9d276d5f8751f5b3,convicted,2025-08-03
434,Siya Barman,Saumya,41,Female,29,531b39c4e5c9c068,convicted,2024-05-12
435,Isaac Bobal,Ishwar,60,Male,30,8693cb7cf10794c0,absconding,2024-07-20
436,Gauri Suresh,,42,Female,29,50e602e16c177aa3,on_bail,2024-09-26
437,Gavin Yadav,,56,Male,2,03ff825966f150ea,on_bail,2023-10-10
438,Fiyaz Kunda,Mitali,29,Male,19,d4793ac591c08458,acquitted,2024-07-28
439,Mekhala Mane,,36,Female,6,cf34734a07f13732,acquitted,2024-01-12
440,Chatura Dar,,25,Male,22,2a70307c83ee7a4a,acquitted,2024-04-25
441,Isha Chadha,Widisha,58,Female,27,bf7fd22ac5bdd4ec,absconding,2024-08-15
442,Eesha Vasa,,32,Female,10,c799c5fa4b054da6,convicted,2025-07-15
443,Vrinda Srinivas,Ikbal,48,Female,1,902e0ab70970ac16,arrested,2024-09-30
444,Ishwar Barad,,50,Male,1,ef7c4116dca758e5,on_bail,2023-12-14
445,Hiral Chacko,,25,Female,7,7041795490be4448,on_bail,2025-02-12
446,Jai Sarin,,30,Male,29,a19dd2432459486d,absconding,2024-06-14
447,Urvashi Dhar,,59,Female,20,a44d611b5da995e6,arrested,2025-05-19
448,Ansh Thakur,Ranbir,51,Male,6,13da0727cdf8cd5f,on_bail,2024-06-10
449,Nitara Bassi,Akshay,28,Female,21,f1d8c8e80f93aa17,convicted,2026-01-15
450,Onkar Krishna,,38,Male,20,6521466b717288d6,acquitted,2023-10-01
451,Parth Shere,Sai,52,Male,27,a668085376ed194f,acquitted,2024-10-14
452,Shivani Rai,,24,Female,16,39233f0b4e6d0b81,convicted,2023-11-03
453,Mugdha Tiwari,Devansh,58,Female,27,c9f479ce1dd451e1,on_bail,2024-02-05
454,Hiral Hayer,Gautami,45,Female,25,8cfde753aee3ff3d,arrested,2025-04-10
455,Amaira Sastry,,50,Female,31,fdccd34dec959aee,arrested,2024-03-04
456,Krisha Wadhwa,,47,Female,9,0defd33bf81dd325,absconding,2024-05-19
457,Faris Dhar,,47,Male,17,3e22259691707f07,absconding,2024-07-13
458,Ayush Choudhury,,42,Male,4,ee56f9c2978ca854,acquitted,2025-11-07
459,Samarth Vasa,Anay,26,Male,5,d1ae3fba58eddefd,absconding,2023-10-08
460,Naveen Prabhakar,Balvan,41,Male,21,9a98a225d6a68834,acquitted,2026-01-13
461,Charles Kaur,Abeer,57,Male,7,bda1264b647b66af,convicted,2024-08-19
462,Aadhya Bhardwaj,,45,Female,19,380eb851cfaeb6b0,arrested,2024-05-26
463,Dipta Kapur,,34,Female,4,b0f0e47545599dc3,absconding,2025-05-06
464,Bina Bahri,,47,Female,13,7371829b63e83908,arrested,2025-09-19
465,Sanya Mandal,,54,Female,16,238d5349c5268950,acquitted,2024-12-06
466,Varenya Khanna,Vritti,40,Female,15,aa42b9161a0f5013,arrested,2023-12-28
467,Orinder Sha,Varenya,57,Male,22,d2f15109aa200b84,convicted,2025-01-06
468,Utkarsh Yadav,,58,Male,5,b0cc2ea20f10e21b,acquitted,2024-02-23
469,Jasmit Dhawan,,38,Female,10,df364ed02815671c,on_bail,2024-01-04
470,Harita Rama,,20,Female,13,05b4a9fa2d9a96db,on_bail,2025-07-18
471,Gaurika Pillai,Ansh,54,Female,27,0edb3df0f54a44c5,absconding,2025-11-06
472,Netra Dhawan,,33,Female,29,7361170b99d5abfd,on_bail,2024-06-22
473,Victor Roy,,58,Male,2,a7192106610830d3,convicted,2024-04-11
474,Sai Dass,,21,Male,5,a6f055d4d4079d53,absconding,2024-08-12
475,Hemang Ravi,,56,Male,23,d8e074b436ed7890,on_bail,2025-05-16
476,Turvi Sharma,Sneha,30,Female,31,a0dbc48f15a10cb7,arrested,2024-09-13
477,Sara Sheth,Januja,25,Female,19,0f4ab54e8d4dbac1,convicted,2023-12-23
478,Omaja Rastogi,,40,Female,10,5f6674c4744be36c,convicted,2024-08-03
479,Zilmil Jha,,53,Female,25,e0c3ebdfc3ba973b,convicted,2025-10-17
480,Janani Halder,,49,Female,11,b1219d461d762e41,absconding,2025-09-15
481,Qabil Sheth,,43,Male,19,edd7d9874111d8cd,arrested,2023-12-18
482,Ridhi Mohanty,Tanay,21,Female,21,77d8df277a37f351,arrested,2025-04-15
483,Ekta Singhal,Ikbal,47,Female,25,ecd334aff5c0b1af,on_bail,2023-10-01
484,Netra Sachar,Charan,19,Female,8,c071af84deb9b93e,on_bail,2025-09-26
485,Ikbal Nazareth,,53,Male,31,a1c85620abbe5e2f,convicted,2025-06-10
486,Sanaya Varughese,,50,Female,16,386d130f9e6c4e0f,acquitted,2024-07-30
487,Hemangini Savant,,25,Female,28,d232506ee45fdb92,convicted,2025-12-06
488,Ishanvi Raju,,44,Female,15,48e8f4f6e422e023,absconding,2026-05-05
489,Laban Dugal,Neelima,23,Male,8,c286e9b9318fb12d,absconding,2024-03-26
490,Forum Sabharwal,Edhitha,53,Female,24,cbb2ee09f7581132,arrested,2024-02-12
491,Krisha De,,33,Female,1,be01df10cbd83436,on_bail,2026-02-14
492,Nisha Wali,,55,Female,30,48b1388b2e7ff4b9,on_bail,2024-06-27
493,Chasmum Bhattacharyya,,18,Female,28,0425107bddbf47f2,absconding,2024-09-04
494,Aishani Anand,,35,Female,30,37a756729493fb59,on_bail,2026-03-25
495,Oni Chana,Dhriti,22,Female,24,08d3e6f0a2c8bce5,arrested,2024-06-18
496,Isha Dora,,36,Female,24,864575d5db7bea21,convicted,2026-01-27
497,Mitesh Bhatti,,39,Male,11,e3d6d0c5307b45f9,on_bail,2025-11-10
498,Nisha Sekhon,Vaishnavi,26,Female,13,d95d82517792c9c1,convicted,2024-10-19
499,Gagan Mann,,41,Male,10,a35ab8a3c2ff194d,acquitted,2026-03-11
500,Chandresh Dutta,,19,Male,21,2aa8d998ea554682,acquitted,2024-07-17
501,Finn Sagar,,30,Male,17,2bbec72d1a71e8a7,absconding,2026-02-28
502,Zinal Rout,Nathan,38,Female,27,33209ba78a6860b8,absconding,2025-05-20
503,Logan Krish,,31,Male,1,d9a0d1b6018c62cd,on_bail,2025-06-14
504,Ethan Saxena,Gunbir,53,Male,14,826eb1817f3bae6c,acquitted,2025-03-09
505,Ekansh Raj,Urvashi,48,Male,1,5624a51af27bc9b9,absconding,2023-11-02
506,William Garde,,42,Male,14,bd569a528b165b84,convicted,2024-02-08
507,Radhika Sastry,,53,Female,1,ed9dbf3bd5071990,absconding,2025-04-17
508,Udarsh Bahri,,39,Male,16,1ab36bd14473152e,absconding,2024-05-17
509,Pooja Nori,,40,Female,13,392c8ffa5b7fceed,absconding,2026-02-14
510,Qasim Biswas,,35,Male,11,db770f1654f063af,absconding,2024-01-19
511,Ekansh Mital,Meera,35,Male,27,85672059dbf01503,absconding,2025-02-04
512,Christopher Hegde,,51,Male,31,fdf7d49c363d1738,acquitted,2023-11-18
513,Madhav Chacko,,24,Male,12,bcc62e3788260c25,convicted,2025-11-02
514,Yug Babu,Omisha,45,Male,20,219bae8674d0e401,absconding,2025-05-21
515,Rajata Krishnan,,36,Female,8,807e2daac19e4b6a,absconding,2026-03-08
516,Logan Venkatesh,Arjun,23,Male,24,e6ac5b3b6854a294,on_bail,2023-11-28
517,Nathaniel Ganesan,,53,Male,5,37db8c171c8010d2,acquitted,2025-12-30
518,Kashvi Mohan,,32,Female,1,d97684044e7e4334,on_bail,2023-09-20
519,Udarsh Sant,,52,Male,24,0a67809becdff029,arrested,2023-12-28
520,Anusha Mahajan,Tara,52,Female,10,6fceacff936f089d,on_bail,2025-03-24
521,Ojas Balay,Kalpit,44,Male,13,b8298d18d8682073,acquitted,2025-08-14
522,Adya Mittal,Lajita,50,Female,13,9e480538ca3606d1,on_bail,2025-02-20
523,Wahab Rai,Lipika,31,Male,7,4356db534d644119,absconding,2024-08-19
524,Lopa Prashad,,60,Female,13,31aed8bad15c4a05,acquitted,2025-03-02
525,Rajeshri Vala,,29,Female,12,76c28ecd637d29b5,arrested,2024-09-14
526,Tanvi Oommen,Kevin,59,Female,7,8f74bde1c56a7286,acquitted,2025-08-27
527,Kalpit Hans,,59,Male,13,162ba90febad1f76,acquitted,2025-07-03
528,Megha Loke,,50,Female,17,3faecbbfd4d110b2,on_bail,2025-09-01
529,Umang Chad,Eiravati,28,Male,31,68d9e6f2a3c26436,arrested,2026-03-17
530,Alka Dave,Hredhaan,48,Female,12,e76b8cc0ae809e6c,absconding,2023-11-28
531,Bishakha Goel,Kashvi,39,Female,14,a4542ef6b3f808f2,absconding,2024-07-15
532,Faraj Khalsa,,18,Male,4,c04fc2c57db5208e,absconding,2026-02-26
533,Baljiwan Andra,,57,Male,5,4011cfcab990f4ca,absconding,2026-04-13
534,Onkar Bobal,Nachiket,52,Male,30,c3ac492eb914220d,acquitted,2024-11-09
535,Noah Cherian,Jairaj,32,Male,5,d643dbdde00dfab0,convicted,2024-11-21
536,Ekaraj Iyengar,,20,Male,7,14402879f4f38c1d,on_bail,2025-01-30
537,Girik Chand,,59,Male,30,49eae723823adcaa,on_bail,2025-08-05
538,Aadhya Sant,,32,Female,17,e2398afc307a669c,arrested,2025-05-23
539,Jagrati Bedi,,23,Female,8,28c1aabcad58d085,absconding,2024-10-16
540,Sara Nagi,,23,Female,4,e547565b0127cab7,absconding,2024-10-11
541,Vyanjana Hora,,26,Female,19,6ab9f5285d43d964,convicted,2025-05-18
542,Girik Singh,,39,Male,10,a4f81de7e3defaef,on_bail,2026-02-14
543,Bhavani Savant,Qasim,29,Female,30,df01e546a3ca8810,absconding,2023-12-27
544,Balveer Goda,,50,Male,23,8a324e9e728242d0,acquitted,2024-04-09
545,Lekha Dhawan,Ranbir,37,Female,30,e8252fc51387d88a,absconding,2025-07-04
546,Baljiwan Guha,,46,Male,23,1b0d0628f4e4fb0a,arrested,2025-12-03
547,Naveen Kari,,38,Male,23,f88d719ddd2776f6,convicted,2024-02-28
548,Rudra Minhas,,35,Male,20,bf0e9b89ca0e1124,acquitted,2025-09-20
549,Yashica Mangal,,53,Female,29,dacefde092ec6c08,absconding,2024-05-06
550,Tanay Krishna,Hemani,49,Male,30,a0f6b4489afca320,arrested,2025-12-20
551,Zilmil Amble,,22,Female,14,20025ccbe048c3e8,acquitted,2024-06-23
552,Lohit Edwin,,48,Male,10,3253801323e190d0,convicted,2025-09-05
553,Azaan Bhatnagar,,28,Male,17,68f0ba918ed0d18e,on_bail,2024-06-08
554,Orinder Bhasin,Qushi,60,Male,22,c20ba5a948b387ec,on_bail,2023-12-19
555,Udant Arora,,52,Male,5,9f322160e3942148,on_bail,2026-01-18
556,Odika Pathak,Dominic,58,Female,22,03bc5135faaf262d,on_bail,2024-10-04
557,Odika Seshadri,,19,Female,13,1ca029ee00b4179a,convicted,2025-08-17
558,Wakeeta Prabhakar,Xalak,48,Female,28,5ef9098d6aa84b61,arrested,2025-09-25
559,Wishi Munshi,Ranveer,51,Female,17,22707516b9f02d58,acquitted,2026-02-21
560,Frederick Basak,,50,Male,24,bcc72fb01f27b8fa,arrested,2026-02-06
561,Samarth Shroff,,20,Male,30,e1ae08d41b744ec8,on_bail,2024-07-02
562,Omaja Rau,Ubika,52,Female,4,91ea91e2384571d2,convicted,2024-03-18
563,Upkaar Dua,,41,Male,5,0e82e390be29ad7c,arrested,2024-06-06
564,Sanya Saini,Aryan,44,Female,21,87f84ca2b35cb24d,acquitted,2024-05-12
565,Nitara Raj,,33,Female,30,0e4f2d765fd51f1f,arrested,2024-01-06
566,Sudiksha Pau,Akshay,55,Female,9,6c33f90bf3475cd2,convicted,2025-04-19
567,Gabriel Dora,Qarin,49,Male,9,2e7a5d6d779e38f7,absconding,2025-11-16
568,Charvi Babu,,49,Female,19,4ab38806b703ee73,arrested,2025-10-13
569,Warinder Doctor,,25,Male,8,aa4f22581c91cc8e,arrested,2026-01-17
570,Pahal Hora,Anthony,45,Female,10,2393293b903aa92f,arrested,2024-09-05
571,Shivani Dutt,Chavvi,42,Female,5,384c685c7678ec28,acquitted,2024-08-08
572,Ishaan Gupta,,34,Male,1,5fcd3e9c98f2e27f,arrested,2024-11-25
573,Zaid Sant,Radhika,34,Male,4,36c2fa61b0797b4f,arrested,2025-04-04
574,Widisha Bhasin,Ira,36,Female,17,c1eb14dc5e726680,on_bail,2025-04-07
575,Bahadurjit Naik,Vansha,58,Male,19,722b52fec599fafe,convicted,2024-12-13
576,Ekta Keer,Zilmil,56,Female,16,2a07ababb21504a8,acquitted,2024-03-04
577,Hritik Saha,Vritti,22,Male,28,5c2f37590d09fe62,acquitted,2026-02-26
578,Mitesh Dutt,,20,Male,30,51cb204ad4aa0999,on_bail,2025-07-15
579,Nachiket Sanghvi,,56,Male,17,475ad1d6d5c98286,on_bail,2025-10-12
580,Eiravati Wagle,Baghyawati,52,Female,29,4b6da235efcf1cd3,on_bail,2025-03-15
581,Ridhi Dave,Kala,18,Female,26,695217c945b54d71,on_bail,2025-06-30
582,Bhavika Badami,,19,Female,21,8a0f1d4be214a5ca,on_bail,2024-06-13
583,Reva Sahni,Yatin,24,Female,18,0a57f8c23f4ecbf5,convicted,2023-10-04
584,Nihal Kaur,,60,Male,26,8efb8721d1cb9201,convicted,2024-03-20
585,Vyanjana Mand,Harini,49,Female,24,c91d07d5ee8fdc30,absconding,2026-03-22
586,Gunbir Datta,,46,Male,5,3f064533ad49990b,acquitted,2026-04-29
587,Jyoti Khalsa,Zaid,46,Female,27,7309855f29f89b35,on_bail,2024-02-19
588,Wahab Bahl,,20,Male,21,e77c83d50b6bfc10,convicted,2024-02-13
589,Yashodhara Chandran,,50,Female,17,894df98778927e9e,absconding,2024-06-04
590,Falak Nagy,,18,Female,25,f8c53b6ce0767605,arrested,2024-05-04
591,Yatan Shere,Amaira,21,Male,23,b4bff1cab504b356,acquitted,2023-11-26
592,Umang Ramachandran,,27,Male,6,71197a7f5c843752,on_bail,2025-12-13
593,Lakshit Dhar,,33,Male,12,696d90da4ff515a6,absconding,2024-04-02
594,Bhanumati Som,Yatin,27,Female,11,ae1cc92e08287216,arrested,2025-04-22
595,Aadhya Narang,Ishani,43,Female,1,599a30ce60a82f4d,convicted,2025-09-26
596,Eta Mahajan,Ekaja,51,Female,12,40dd66985ed5b97d,convicted,2026-03-13
597,Naksh Yadav,Ryan,20,Male,1,ac421ae36f93ec28,absconding,2024-11-20
598,Dipta Merchant,Darsh,38,Female,5,18f23bffa4b34f0f,on_bail,2024-10-03
599,Zayyan Mandal,Yuvraj,42,Male,31,918bd32369d83c22,on_bail,2026-03-07
600,Udyati Apte,Chanchal,55,Female,11,2cbb3ccb434b7d5e,arrested,2026-01-22
601,Harsh Dhawan,,56,Male,29,29868a4b1031c12a,on_bail,2025-12-21
602,Amaira Balakrishnan,,25,Female,20,96dd45ed6b0e7f4f,acquitted,2025-03-12
603,Chaaya Pillay,,55,Female,1,70c02df8dbcb6dc0,convicted,2024-12-14
604,Ethan Sekhon,Lavanya,48,Male,11,9f2899de2a47cd9a,arrested,2023-11-24
605,Tristan Murthy,Hritik,45,Male,10,6e7a867f91901961,on_bail,2024-11-07
606,Vasatika Majumdar,Rudra,47,Female,14,882bd1721ead032f,absconding,2025-09-05
607,Lucky Gaba,,38,Male,11,aef3142585165773,acquitted,2026-02-11
608,Ojasvi Badal,,53,Female,6,6aa59debfd96d162,absconding,2025-09-24
609,Atharv Narain,Vansha,37,Male,5,4ba0737d1615b8bd,arrested,2023-11-22
610,Ekta Murty,Keya,41,Female,6,976b6e1d1a8ab82f,convicted,2024-10-12
611,Teerth Naik,Meghana,33,Male,21,f523e3cadc901664,acquitted,2023-12-14
612,Nihal Banerjee,,53,Male,10,772c558e6e12a5c1,absconding,2023-09-30
613,Ojasvi Baral,Yasti,28,Female,29,4d01fc7f45446606,on_bail,2026-05-12
614,Ekaja Taneja,Devansh,42,Female,23,1520d992b997186f,absconding,2026-04-17
615,Ekaraj Doshi,,22,Male,15,64f768eb382f4cb9,acquitted,2025-05-25
616,Finn Keer,George,23,Male,10,feb0f2a76cdcbc3e,acquitted,2024-08-26
617,Pranav Nigam,Finn,54,Male,10,d2dd63063efaad7a,acquitted,2025-02-28
618,Pavani Boase,,45,Female,22,62cc532d9a143112,convicted,2024-03-14
619,Sai Bhatia,,19,Male,22,76630d2ecfc8eb98,absconding,2024-10-26
620,Rudra Dubey,,53,Male,16,f147f87f222eee2e,on_bail,2023-12-02
621,Hemang Sen,Nathan,47,Male,3,297bdd4c0da98760,on_bail,2024-04-05
622,Kalpit Karan,,22,Male,31,48306bbd7e713935,arrested,2025-06-02
623,Ayaan Bajwa,,60,Male,21,f0e445d4860d0563,convicted,2023-12-01
624,Isaiah Srinivas,Brijesh,51,Male,25,b75671a76a41b876,acquitted,2024-06-22
625,Imaran Kaul,,22,Male,11,88b1a954e0b91a64,on_bail,2024-02-01
626,Ekapad Tella,,23,Male,24,4b8dbf22e3f6d944,acquitted,2025-09-12
627,Neel Ram,,31,Male,30,88e000b4d681f5c4,absconding,2026-03-30
628,Adya Uppal,,33,Female,20,aa9ee3b0f18f8934,arrested,2024-01-30
629,Xiti Bajwa,Oeshi,40,Female,21,c89f72166382c1f5,convicted,2025-09-25
630,Anusha Iyengar,Balendra,47,Female,18,0ff89c1c7ef2ac6d,on_bail,2025-02-23
631,Jyoti Swamy,Abhimanyu,19,Female,22,91e4009088d589ec,acquitted,2024-09-18
632,Chaitaly Pillai,,20,Female,8,25b999f8e9817455,convicted,2026-01-06
633,Sneha Kala,Max,35,Female,10,749b4c9203b38c4f,absconding,2025-10-30
634,Megha Lata,,55,Female,22,4b43ccff43589510,on_bail,2024-06-04
635,Rishi Dutta,,33,Male,26,43afb74a9952b895,absconding,2023-10-01
